name,openinghour,price_level,image,rating,description,lat,lon,phone,address,website,place_id,category,postcode
Higher Ground,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 7:30 AM – 5:00 PM | Sunday: 7:30 AM – 5:00 PM,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places%2FChIJ-R8fAE9d1moR3yFuI2x1z00%2Fphotos%2FAciIO2cY-d8ILp7Tm4YMb9AE0hf35zU17Y3PSPsg4EWOLxceQscqKbOSFLZfGRvtcQtANtk-smQUu-CyU_x-KavmeI4fiJEvclfbjQuPd28OwaO8yOCbTmDh5F6hwYZzwC3OoSCmqCzQndTfQM6as2Zkg3aNfLWsZcNt6a7XsZx6iHcZgQ9_ii_yUHsjlp0ybHBCGrlvF9dL_z1zHi7CUlzfZgTSscRewjHUVnK4Z7Vm4PL1qo3hg75MiWn6hgDnv3eYArCCvk-h8To9AurQEQ68BKtHqoKLndRFRZTHR0PWta36Og/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.1,"Modern, upscale bites in an industrial-chic former power station with exposed-brick walls.",-37.8158034,144.9530273,(03) 8899 6219,"650 Little Bourke St, Melbourne VIC 3000, Australia",https://highergroundmelbourne.com.au/,ChIJ-R8fAE9d1moR3yFuI2x1z00,Cafe,3000
Code Black Coffee Flinders Lane,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 8:00 AM – 4:30 PM | Sunday: 8:00 AM – 4:30 PM,,https://places.googleapis.com/v1/places%2FChIJWeak6YBD1moRtfyrERisY4Q%2Fphotos%2FAciIO2dLET7TLwXqOvEOIi2wFqPybcQHed2GuskAIbL5ZFvpZjUWYDDjYbSRwKot_XSnZ5gW-5A3YvJMzuh69TA7mpe0ulBGP88bMYbOEMj1GT-8kZj0k8XR_BiOXYTgUKuDg55-6Gdyim9ds0a5yf0CNuCT0zVQHJ3_PaISArJka7m-KgxeOJoVcEZopudInSLl3UmuL2zRUwISgdjMR1YDUKwruBkup_lXdVj__8zc74NEf9kmoyMg_ECcrozf29etaOvqUNVZvuhpAHxHi5jzv6RdOXRAcdhA3NlHlJlTd8smkg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.5,The most amazing coffee. You have to try the dirty coconut coffee from their Signature Dirty Coffees menu! The staff are also super friendly. My wife had the Morning Bar Coco which she loved and said it wasn't too sweet.,-37.8162102,144.96818249999998,(03) 9959 8860,"189 Flinders Ln, Melbourne VIC 3000, Australia",https://codeblackcoffee.com.au/,ChIJWeak6YBD1moRtfyrERisY4Q,Cafe,3000
Lune Croissanterie Melbourne CBD,Monday: 7:30 AM – 5:00 PM | Tuesday: 7:30 AM – 5:00 PM | Wednesday: 7:30 AM – 5:00 PM | Thursday: 7:30 AM – 5:00 PM | Friday: 7:30 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 8:00 AM – 5:00 PM,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places%2FChIJT61MWNlD1moRbJAotYDnIGQ%2Fphotos%2FAciIO2eK3uDTP4EX3XkgZc9lViEypqvQ8vZuRVgT8m3m_PFD_u9P5iWvsWIefbjD1w--jOXvQisLxiCs71BjqAR3g_EVU46iiQVj457kHciNtVh7UINw1D5MNHLuEsH9lTPBLGushYB91Bei_dFmTCT-Bg17MxInGrsTUyozrXKJ3V9_OvtuVZi2dwGC8QlFaUZLJnSmhLruv44tyqFtTExogh3xHHIE9XG1mV9_AHbALLFYO30telXNydsrbRSNmbxVS6HEVBcYX-lXSgmw9YqCzDfFcSBCAcsMFL5ax91lsonExw/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.3,"Finally tried Lune as I’m usually buying from Agathe or South Melbourne bakery. We tried a few and the quality is good, crunchy and soft. Our favourite was the ham and cheese, absolutely delicious. Always wondered about the line every weekend and then we saw how small it is on the inside. Quality might have something to do with it too. They’re expensive but what isn’t these days. Service was excellent. Thank you 🙏",-37.8156295,144.9692426,,"16/161 Collins St, Melbourne VIC 3000, Australia",https://www.lunecroissanterie.com/,ChIJT61MWNlD1moRbJAotYDnIGQ,Cafe,3000
Uncle Tetsu's Japanese Cheesecake,Monday: 12:00 – 8:00 PM | Tuesday: 12:00 – 8:00 PM | Wednesday: 12:00 – 8:00 PM | Thursday: 12:00 – 8:00 PM | Friday: 12:00 – 8:00 PM | Saturday: 12:00 – 8:00 PM | Sunday: 12:00 – 8:00 PM,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places%2FChIJSxIgKrRC1moR16XSMelL-sg%2Fphotos%2FAciIO2fvxbb2RNAK3WKCMOND7d9knmPa6_g63TpELM_TN--dwOFssHphYBMHFygUckeMu9V7oQjN56rE7mH-VcE9nd21XwWIkeK9NMoRmrEJEjCmO31hckh8aUlBuBqGlFlub6SQq03X_adwsiYSMmtUDp69ogphHAuVkQ-r97WqSS1iKXtHY14dLwjWpIK13cwL9fhN_Yf3-1UKLxwu7J8cGDKtsNfkQG4UeBzY3SfSBrBaJ1FQpcuHoIls-1Sy2LE-u57spXpSkdWkZjNsMB2WGncMjLBoxKSEnqEFz_8Aj6WGQA/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.6,"Amazing stuff. Has these for the first time in Sydney and it's sad that Melbourne doesn't have more locations. The cheesecakes are light fluffy and creaming. Just amazing. The Madeline have the most wonderful honey scent, perfect with a cup of black tea. I also got myself a mango cream crepe, messy to eat so I would recommend sit down and eat it in a bowl with a fork. But it's amazing. None of the desserts are too sweet, just the perfect amount, which is the best compliment for Asian sweets. Definitely give it a try if you are interested in Japanese style sweet. I came at 11:50am and was the first person in line for 12pm opening, worth it seeing the care being put into the making process.",-37.8163624,144.9667156,,"3/55 Swanston St, Melbourne VIC 3000, Australia",https://uncletetsu.com.au/,ChIJSxIgKrRC1moR16XSMelL-sg,Cafe,3000
Overlay Coffee,Monday: 7:30 AM – 4:00 PM | Tuesday: 7:30 AM – 4:00 PM | Wednesday: 7:30 AM – 4:00 PM | Thursday: 7:30 AM – 4:00 PM | Friday: 7:30 AM – 4:00 PM | Saturday: 8:00 AM – 4:00 PM | Sunday: 8:00 AM – 4:00 PM,,https://places.googleapis.com/v1/places%2FChIJ25x2xuFd1moRVl-vqCL_ZGo%2Fphotos%2FAciIO2d3P0Pf7In03mhZWdLXCb4D2aOVc2N6iR1iyI8GHqBvlx3xn0-ZeHOB3MXZZqQARws-8XdmfX_VnymJlBTLIWTv4NU1fIg4cj4dWawrIU-GkTyaYQmzox36qVC4xoaH2bePEta1Rq--Eqq3xRAwvR1HBjVVdb2pSz_S3v0_x-WWTj-G-wa_jWmrufSzDwDdvZXo0sPbfi0WRlSCCnpIUUifoSKHaLgWSyNVJaryXyIYb_hT5GDcVWsfQvjtHddHjBdXj5cmwL0g2YXFVpXg-NsNLY1r9jgy1RCusHZ0tIC7TA/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.5,"We tried their famous Peanut Cream Latte $7.70 – not really our taste 😅 it just tastes like peanut butter! The flavour is unique though — maybe others would enjoy it more. The café is cozy and nicely designed. There’s always a line, but it moves quickly. Might come back to try other flavours next time.",-37.8115782,144.9602798,0405 684 519,"320 Little Lonsdale St, Melbourne VIC 3000, Australia",https://www.instagram.com/overlaycoffee.com.au?igsh=b2tkNHpqZTE5M2N3&utm_source=qr,ChIJ25x2xuFd1moRVl-vqCL_ZGo,Cafe,3000
MAKER Lt Bourke,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 8:00 AM – 4:00 PM | Sunday: 8:00 AM – 4:00 PM,,https://places.googleapis.com/v1/places%2FChIJw3ZAzdJD1moRdTHBsWBAcao%2Fphotos%2FAciIO2cmOLwFTsloLcAPaKlQDpYX4looTSR9VuxsVGqVdQabN1jJ6_two8sZsikwvEVyuYa_DCDeK-s7UA2zVreY01FKFvlextgwn_Vl4R-pxZ6vt1aGtKFlOZrjbtaWTG37-C673gSZIMeeFDQSKj3jmpLxx4BkZmUqetc0olw5J24j_CbsbuOw186WS82D6_9neho8wLiimSX9LCJkSUoLIh43lyzIAAWb4-5s-1R6-nDDhtPz2kXpcG9-Xj4rWXujEPMI7ebkGmH7rzCnzxD0-niADc8FXtphVPgH8qltDZ7_W4Tzutw-DTREb5aRNIzTHBq4vcCE4sImi5avd32Ut0zMUTuIs-2ArlhPBujYF6a6yCjFZ-EJPeOKrI1JaMlhXH2vzYnMLdr4hgVS3MX2Ab3NV9IUQm49xjH1FRYSbi4/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.6,"I always go to Maker. The coffee is very consistent and really good. I usually get Batch brews, but I’ve tried latte, flat white, macchiato, long black, and mocha. I prefer getting just batch brew or a regular latte. Always ask for the bean! It’s so interesting reading the description of what you’re drinking",-37.8137885,144.96139449999998,,"387 Little Bourke St, Melbourne VIC 3000, Australia",https://makercoffee.com.au/,ChIJw3ZAzdJD1moRdTHBsWBAcao,Cafe,3000
Cafe Belt Melbourne,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places%2FChIJywGq8jRd1moR5nQ1m6DgWEI%2Fphotos%2FAciIO2dqYt_T_yi2db9Iok9qzjGExIJNi7Rl4a3RjnAQyNjA_-Ocsbh-ms2Mr4D4TVulKJ0--nw4WjRz6Ck_hpww7Xj1x243lUDdCPeGjBkiPyULitBDf4UNjbCBUZgMPx5KmxMbnggmq0aHaX0_K4y8Cq9zdCjjP-TenHzCtrvo65PxgWwmKJ8E_Z3qQeWLr7z_5_nqcumyrHWhezbPvVDnc_vUgJIEYBpzjWvY1CDhLr84_z7Yq-qqFJLYm-R7eU1kcyxNsZE3A7a3wh1JPfE2u3i1HiEJ223CTj849xI6QK2rwg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.9,"Came across Cafe Belt when I was looking for a good coffee in town, an interesting few choices on the menu, so I tried something new, the Vegeta, coffee with Edememe Milk, it was rich, mildly sweet & very smooth, my friend had a hot chocolate which he said was delicious. I definitely recommend a visit if your from our of town like me, it would be a regular for anyone local. Customer service was great, so friendly & accommodating, thanks for a wonderful experience",-37.8126847,144.9599771,,"Shop 1C/250 Queen St, Melbourne VIC 3000, Australia",https://aucompany.business/melbourne/166654-cafe-belt-melbourne,ChIJywGq8jRd1moR5nQ1m6DgWEI,Cafe,3000
Shortstop Coffee & Donuts,Monday: 7:30 AM – 5:30 PM | Tuesday: 7:30 AM – 5:30 PM | Wednesday: 7:30 AM – 5:30 PM | Thursday: 7:30 AM – 5:30 PM | Friday: 7:30 AM – 5:30 PM | Saturday: 8:30 AM – 5:30 PM | Sunday: 8:30 AM – 5:30 PM,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places%2FChIJWed4TjVd1moRBMXZM1lHTR4%2Fphotos%2FAciIO2fe8mwCKel00faK85dpteKB-jIFQe1HHhjfItt-LzYN3Fs-h_eb_phif9WetifEGRpLkLDVRbDKb7l5XnGPpSJNBYgr2r4_fOnOXE1UbpNe_aoeO1HH-VU6JIOiMKUYyaEcjp3VFOEuPugf82_risgxJryjoXnNEgG_hveY9ZfHlJ5PfU9QDKP4v4sG0p97MlXc_05c2CqHSrgF4Rl7d1kg2uuCw6LEF4jYb0pUpBxKSzPzwVVZPdDCiNa9Mo_dKRkpa-saIkCdlZqeKMh--xm-GAR5crFm_21efYSbhwtYtg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.6,"Artisanal donuts & organic coffee in a snug space with chic, minimalist decor & limited seating.",-37.8111953,144.96101389999998,0499 366 883,"12 Sutherland St, Melbourne VIC 3000, Australia",http://www.short-stop.com.au/,ChIJWed4TjVd1moRBMXZM1lHTR4,Cafe,3000
Brick Lane Melbourne,Monday: 7:30 AM – 2:30 PM | Tuesday: 7:30 AM – 2:30 PM | Wednesday: 7:30 AM – 2:30 PM | Thursday: 7:30 AM – 2:30 PM | Friday: 7:30 AM – 2:30 PM | Saturday: 8:00 AM – 2:30 PM | Sunday: 8:00 AM – 2:30 PM,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places%2FChIJjQLxXzVd1moRm6Cg5UkgViI%2Fphotos%2FAciIO2e95LweO6pYwbgVUn-j8M04qaitUguelPReBF-DWbZhRIOHuyG-VEfZIjN13M0rrO_tmI8UxaKj7chOZQxi7pTMLCfNTHu6_1XlUyOiSmnA1bLp1Xu4Hn2wMlz8i6vLbyybiXhND3JXD8JK96wf2GSsf-HzjMbD491wWJqdovgtVBpXY_Szy1LRKr7tNDnJXcB0YslNRsSLxxgqDI2Enc5ldmpzhKIgafwbEeM_4I_gHbimnd6kIl6I6GOGGtQ7mq-_E4gV9UGuQZt4SzbKxMjw_FenJoJVvfPYyowFTPFWWA/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.4,Craft coffee & creative brunch options in a bustling cafe-bakery with a vintage redbrick facade.,-37.8113938,144.9598114,0416 198 743,"33 Guildford Ln, Melbourne VIC 3000, Australia",http://thebricklane.com.au/,ChIJjQLxXzVd1moRm6Cg5UkgViI,Cafe,3000
Le Petit Gateau,Monday: 8:00 AM – 4:00 PM | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 8:00 AM – 4:00 PM | Saturday: Closed | Sunday: Closed,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places%2FChIJf4q6nkxd1moRawpiDcr8X34%2Fphotos%2FAciIO2eqEfmgJIm3VnzTfhxVIL_PMsHaMxlZX4QJz6uJ1SEKT21U8yipRKJgwakaNGAfeJ5AymVaojzVCD21wc47tevFdn5-EQ-UahdwtZ8ickXHkI7AuLCzB-RyeH4cM6LPEF0mm565_1wNQsNhCYA9hhRFWBvnjZwOGP7cn6Euh141TN1MM_cDYnSFpZj32hTQ314376U_WXEmq27O76KzP6jIfJ9h4vXObzlMntHZUOOR61xd9T1VlyMYFgNUVS848Pqs4bINRCGtWIlnSTJgV6uLdwXea-PSODvUztxkaOzPc1_QGPs5qVBMSVCsfA5-7bjBcgOXhwErmC7HdKyuRmgDG2zA6H_rbSfgAjFfUYqtQrn04PsPus9XF21MWtTxMpkAOjm1q5DaF0isqjF_eKN_bxZ7ka33Icx47qFslrBpL17u/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.7,"One of our new favourite places in Melbourne to enjoy French patisseries. High quality cakes ( full size and minis), slices and beads. There is seating inside to enjoy the food and excellent coffee and other drinks. Best to order wanting to take away.",-37.8162435,144.95961069999998,(03) 9944 8893,"458 Little Collins St, Melbourne VIC 3000, Australia",https://www.racv.com.au/travel-leisure/racv-club/city-club/food-drink/le-petit-gateau.html?cmpid=gp:rcc,ChIJf4q6nkxd1moRawpiDcr8X34,Cafe,3000
BENCH COFFEE CO. Lt Collins,Monday: 8:00 AM – 4:00 PM | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:30 AM – 5:00 PM | Sunday: 8:30 AM – 5:00 PM,,https://places.googleapis.com/v1/places%2FChIJHZeEMVdD1moROPT4js9HnXw%2Fphotos%2FAciIO2cF3p_ybTgQKTTt6ArIkp_ZZHkw5jlq7M9X_ed-c7ORF8JLkBMdYSBVaz9yAPVzxYGIK8TDC67Ow6MskL3VzfdLqjYGH3OTMVJqMO-8x2foYaaq9pciOhgJNUgQbXi6H6QAkCs6QcsfCAnujowWTFyMyw4oEryAY4XT4zYbEeYupjwa0QEDbNOg_AO_1FabiGU2NO0bExeExH-AN2H-9Ko12Ii4n4vDQLCdZ1sIlyFMeP3Xlt5X2jLZfP_t-MYoCw7WC55wmV1gF1J3OCbTqp8xkKqjWhELUxI6TRJI55JblQ/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.5,"Great coffee, amazing food, and a modern black-and-white space that feels so clean and unique. Staff are super friendly and knowledgeable, explained everything perfectly. Loved the biscuit (not too sweet) and the toast was delicious. Absolutely worth a visit — I’d definitely come back again!",-37.8151891,144.96418599999998,,"321 Little Collins St, Melbourne VIC 3000, Australia",http://benchcoffee.co/,ChIJHZeEMVdD1moROPT4js9HnXw,Cafe,3000
Manchester Press,Monday: 7:30 AM – 3:30 PM | Tuesday: 7:30 AM – 3:30 PM | Wednesday: 7:30 AM – 3:30 PM | Thursday: 7:30 AM – 3:30 PM | Friday: 7:30 AM – 3:30 PM | Saturday: 8:30 AM – 4:00 PM | Sunday: 8:30 AM – 4:00 PM,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places%2FChIJg1wLO7VC1moRrzObM92WgkU%2Fphotos%2FAciIO2ePN19uqSTCLpupGMcdZ68Gloz6r8TzStuPZWo5H6aUoEa8qPrR3JOZTf9etLEg4kmp1iF7wcJcaQolRGJn34d_IimKBOImGgFeFvy3reHE0-hziErwtsGe2IeC3JoMBfa_DppwS95xRwB_cLzipbnB1sx-p5dqNJytEO8-EfGtHzen4BRPjjA2Ykb8OOssnxa3JUVkMRAonUR-me4CuvKI_L4NaojoI_crj7IRjprTDBqKVVJbRfALxFmkSGVvvYMe9kfVULZfa6D2VqKG3UwS7maYXGvCybEtZmaqQ67l_2dxFOcmriZ9AcJ9_w5yLMjIrNgc6HMVotjxRtlg13aXTeO4IVwcCi2k5B89cmc4fAceIxizJReYDCDm2f__logxT9I7f0jecpUetGxcsNNdVHAgLCmLhmKuMDuhyVpsXURD/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.3,"Choice coffee, brekkie & bagels in a bright, airy space with eclectic decor & a vintage-chic vibe.",-37.813875,144.96213609999998,0412 912 999,"8 Rankins Ln, Melbourne VIC 3000, Australia",https://www.facebook.com/manchesterpress,ChIJg1wLO7VC1moRrzObM92WgkU,Cafe,3000
Dessert Story,Monday: 3:00 PM – 12:00 AM | Tuesday: 3:00 PM – 12:00 AM | Wednesday: 3:00 PM – 12:00 AM | Thursday: 3:00 PM – 12:00 AM | Friday: 3:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,,https://places.googleapis.com/v1/places%2FChIJxRIPiMlC1moRLSuO5kfDqC0%2Fphotos%2FAciIO2febem66X6iHFOW-B1z8CMjfT44kIsi6slbksEkOjOhixmR3kVdbtMHxaFM2NbnX9wrUKML4W-sPLJZXCGbv9Uui6Su0sdxYO9drpGoeCfwNe8acfwA6GHgIwiBSpPNBhlKhT1ZX_36v5Z8UgI8jKxmae6atsAWhvFLu75YxL7w_UZiQVBjsoEmXR1IAjaQisSkFxO4NqalPNy-oRWQFp9G4XXivUo1OkDt3VlCVUnJJuapvPtP6F9UYZfn_F24KEZf-iuXbquzyEQWc4-wf7R4umhk5oG0DtPS-dsVIoFYHzwppfufh6cwQEvS-Edx-7mAfKlmsnhw7hZMfDAfNuSQoLugVrZoxS--fZ890IW4SAA333IVOacWdE8WZw6-Do1Thhr2yJhopsvMMFKGPY-i5S8Dwah9xw7ZoTll_QCnnJWg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.9,"I have visited Dessert Story quite many times in the past 2 years. My favourite desserts are always the traditional grass jelly with various toppings and the mango sago.😋 The price level is quite reasonable. The staffs are nice and welcoming, though they were usually very busy. If you are from HK / PRC, you can probably speak Cantonese or Putonghua for ordering if you like.",-37.8121583,144.96680440000003,(03) 9650 7776,"195 Little Bourke St, Melbourne VIC 3000, Australia",,ChIJxRIPiMlC1moRLSuO5kfDqC0,Cafe,3000
Blue Doors Coffee Melbourne,Monday: Closed | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places%2FChIJG7NvPrVC1moRsKRHrZ0JnVg%2Fphotos%2FAciIO2e_rLo-Ofr7sqrugFIsq6j0LSlgmOSOF7_7q7AsPlBGc0-PxTWYdFUCL1oh81WVQjhCgPcdOHy2ySE5JqXL7XIs9DeRoxL9_Qpv79TslqrOlZdCnD9cswJWYHHrYLvneBWr4SwHGh2iMCGA6wwxmiyAzwYI6Bj-mOwlyaq5BE_tSIjrLEBHB7JxeEd-CUpmZLynSN4OhYJRcEOscsZkEKc5LXAjIYxLlc2UDCLkc6KDpwNWFzlsKQ3bD1BNy5n8qOrMzV2nUFMi_-wGIgPVabZUlte3vqnLeYUR3JF-QD1D0A/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.4,"Breakfasts and light lunches in a trendy, minimalist cafe with white walls and blackboard menus.",-37.8137583,144.9624703,0431 276 898,"19 Somerset Pl, Melbourne VIC 3000, Australia",https://bluedoors.com.au/,ChIJG7NvPrVC1moRsKRHrZ0JnVg,Cafe,3000
Sulbing Dessert Cafe,Monday: 1:00 – 10:00 PM | Tuesday: 1:00 – 10:00 PM | Wednesday: 1:00 – 10:00 PM | Thursday: 1:00 – 10:00 PM | Friday: 1:00 – 11:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 12:00 – 10:00 PM,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places%2FChIJNbbeGhpD1moRYhlJy2LyBRY%2Fphotos%2FAciIO2frGjfWHQmiPYelu0FTvBMDhRm1Jzl77kchQnrA0dLCKwiKK-GcZ0bmOxl6boleoCOuIw-6t2qibyxLHiJ18rubUq8juTopAsSsaAr-vk1B6HtXH8XC96Vzqk265OP_EEAYpNAXRpFOhTTgi8eH8sAIIScV_ZdFG1Z9p8kyesQXGYkrn1em-W2A7uX4HG4Z0370cmkyzoF2UXjNvssr4N6DOJucC4ighYWCDxnPMEBhjWOtxzYo34qMiiK8IiRNWqUa1bfKQzQn3cS_wGm1ZJlPckA6Hevp84WcGL-wHHtiB5RjnTO1eSi_jn94MQtKHTiMln6ymGb5piLrx0752LSd0e9Oixh-0NdfhjfPKe3lnn4rj85xfc-dzE4kIrBa9NPjV2-4eWB7Iomtq17eEDANjeFyvMbRjZXvZnFOiwQwhD2c/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.2,"I've visited twice and the desserts are always great. I've previously gotten the Green Tea Chocolate Bingsu to share, which was really nice & aesthetic. Last time I got a combo of strawberry shortcake & an iced tiramisu latte, the cake was delicious & the coffee too, but maybe a regular latte would do the trick for me since I didn't need that much sugar.",-37.810578,144.96737919999998,(03) 9957 1835,"168 Lonsdale St, Melbourne VIC 3000, Australia",https://sulbingcafe.com.au/,ChIJNbbeGhpD1moRYhlJy2LyBRY,Cafe,3000
NOWWA COFFEE,Monday: 11:00 AM – 7:00 PM | Tuesday: 11:00 AM – 7:00 PM | Wednesday: 11:00 AM – 7:00 PM | Thursday: 11:00 AM – 7:00 PM | Friday: 11:00 AM – 7:00 PM | Saturday: 11:00 AM – 7:00 PM | Sunday: 11:00 AM – 7:00 PM,,https://places.googleapis.com/v1/places%2FChIJPw7i7p9D1moRSuTZnGRGtBo%2Fphotos%2FAciIO2d_zXWhobHpmLTReGPIVWqvs-udWGJxCxhjMue7bBcLyuc9O33IaVL1kO2UGlbn3XBIx-n2tB_8ydnmX5hiNMNsXnpEA6J1xAgUlHzPK-4DzYjBLo4-5RfHP0ml-b1a5fPzoaR2G3aUtogXyykg-SMGtp2yEMQJgmhvimiLDL4fJXX0l9HeoWumjWQ3UTq6RVJhW-3-J2l4A2P9zaOJsdTyifypZcbkZHAubWt0iYNp_stbSAlek0WG5KYD9vz_6Mxonln5eyKv8ZeH1xzQD33GAzpT16k9Kryui81PVaVD91PyGPIa8rcmMI2G7Dq6HclrBG34c_7mFnDcpcHv-phmBCjEhjsa9NcPk-jJDPvr4rFxqsYuQ2YAVnIQTToorHVrjdMQ3CDY_-G09h-PJ2UP51qxOnDadWU3oDDGHM2KYBFy16jzRgsEX-FgWQWd/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.7,"Thought I'd try this place out since they have 1000s of stores in China and have low calorie americanos. I don't drink Americanos often but these flavored ones were pretty good, tried both the pomelo (you need to like a slightly sour taste) and coconut water. Extra star for the mega bottle which can be reused as a gym bottle.",-37.8125509,144.9627482,0435 022 885,"250 Elizabeth St, Melbourne VIC 3000, Australia",,ChIJPw7i7p9D1moRSuTZnGRGtBo,Cafe,3000
