place_id,description,category
ChIJKZzZHgBD1moRJ4lAT5gtxk8,"I ducked into the Mitchell House Market Lane on a busy morning and walked out grinning. The little corner space has that clean, art deco feel, all light wood, soft lighting and a bar that lets you watch the shots being pulled. Music sits low, grinders purr in the background and the whole room smells like freshly ground beans. It is the kind of place where you relax as soon as your hands wrap around a warm cup. The coffee is the headline and it absolutely delivers. My flat white was balanced and silky, with a chocolate and stone fruit thing happening that lingered without turning bitter. A follow up pour over showed off their lighter roast side, bright and sweet with a citrus lift that stayed clean all the way to the last sip. Milk is textured properly so the first sip matches the last, and if you are into filters, the baristas are happy to talk through what is on the bar and point you to something that suits your mood. Pastries in the cabinet are fresh and not an afterthought, perfect if you want a small bite with your cup. Service is what keeps me coming back. The team is quick, friendly and clearly cares about the details. If there is a line, it moves, and orders land in your hands faster than you expect. Shelves of beans and brewing gear make it easy to take something home, with roast dates and tasting notes that are actually useful. Seating is limited, so plan on takeaway or a quick stand at the bar during the morning rush. Tip: ask for a recommendation, try the batch if you are in a hurry, and grab a bag for later. Consistently excellent coffee, zero fuss and a calm pocket right in the CBD. | By far the best coffee (flat white especially) I found in Melbourne to my liking. Tried several famous cafes in Melbourne but nothing beats this place. Also the beautiful facade and interior design. Beware that there's no sitting inside. They also don't serve any pastries if you're looking for any bites.",cafe_brunch_bakery_desc
ChIJvY3SZ5tD1moRrw9888Iui6g,"A really nice little coffee spot with great drinks and baked goods, especially the matcha and cookies. The service is great with friendly staff and thus it’s a place I’ve come by multiple times. Thank you to the hardworking staff 😊 | Escape the hustle and bustle and sneak towards the strand and hide away with a cuppa from Parlance Cafe. Discreetly tucked away in the strand towards the exit of emporium is this pleasant cafe serving an option of sweets, cakes, croissants and more! The coffee is above average and served with a polite and friendly smile! Once you have received your delightful order snuggle onto the centre’s cushioned seats available in front of the cafe as seatings is not available in the cafe, it is dedicated and designed for take out only.",cafe_brunch_bakery_desc
ChIJ7VH3cIlD1moRqKJMYoMFPOo,"Absolutely delicious Colombian and Latin food! Every dish was bursting with authentic flavour and beautifully presented. The service was outstanding, warm, friendly, and attentive. You truly feel like you’re visiting family. The atmosphere is cozy and inviting, making it a perfect place to enjoy a taste of home away from home. Highly recommended for anyone looking to experience the best of Colombian cuisine in Melbourne! | Absolutely love Encanto! I’ve been twice now and it’s quickly become one of my favourite spots in Melbourne. The food is incredible — every dish I’ve tried has been bursting with flavour, and the portion sizes are huge (I’ve never been able to finish a main!). From the moment you walk in, you’re welcomed by the most amazing aroma from the kitchen, and the atmosphere feels warm and inviting. The staff are beautiful, super friendly, and always have spot-on recommendations. I’m officially on a mission to try the entire menu",cafe_brunch_bakery_desc
ChIJdzhLqbVC1moRmwelS6oiVkk,"Cosy Italian cafe serving baguettes, coffee and hot food, with gluten-free choices, and a kids menu.",cafe_brunch_bakery_desc
ChIJKX5tnkBD1moRwt30NN8sXWU,"The coffee was really delicious, but for some reason the staff seemed to be discriminatory. They kept smiling at the white customers, but were extremely impatient when I ordered. As a foreigner, I was a bit confused and asked very politely, but they had a really bad attitude and were super mean. | I decided to try this coffee because it looks nice from the outside. Unfortunately by the professional look, they gave me an unbranded cup 😂 even worse that a convenient store coffee, they still have their own branded cup. The flat white has too much milk taste, I couldnt taste the coffee. And had to finish as quick as I can, coz its not good.",cafe_brunch_bakery_desc
ChIJ39GiLxdd1moR3M_M-48jQoE,"I love Bingsu and decided to give this place a try after my friends kept raving about it. I tried their signature Thai Tea Bingsu, the Mango Sticky Rice Bingsu, and the Pandan & Coconut Shokupan. The Thai Tea Bingsu could’ve been a bit sweeter for my taste, but the Mango Sticky Rice one was really unique and flavorful. The Pandan & Coconut Shokupan was the highlight—so soft and delicious! The portion sizes are a bit smaller compared to other Bingsu places I’ve been to, so keep that in mind. Also, the space is quite small and seating is tight, so it might not be ideal for big groups. Still, if you’re a dessert lover, it’s definitely worth a visit! | If you’re looking for the perfect sweet treat after a meal, this is definitely the place to be! Their desserts are not only delicious but also perfect for sharing with a couple of friends. I came here with a few mates after dinner and we decided to try their famous bingsu. We went for the mango sticky rice flavor this time, and wow… it was honestly amazing! The mango was fresh, sweet, and juicy, the sticky rice had the perfect chewy texture, and the creamy shaved ice just tied everything together beautifully. Every bite felt refreshing yet satisfying, not overly sweet, just right. It’s the kind of dessert that makes you want to slow down and enjoy every spoonful. We couldn’t stop talking about how good it was, and by the time we finished, the bowl was completely clean. If you’re a fan of mango, you’ll love it, but even if you’re not, I think it’s still worth giving it a try because the balance of flavors is just spot on. Highly recommend bringing your friends here after lunch or dinner—you’ll leave with a happy stomach and a smile. Definitely worth coming back for more!",cafe_brunch_bakery_desc
ChIJ4ZXKn7RD1moROn5o7ZzHSK8,"Sat here because Lulu's was full. Ordered the hainanese chicken rice and Pandan croffle (croissant and waffle mix) and they were both tasty. Service was efficient and friendly. | Indonesian trying the food in here. So far so good. Its also good location to enjoy the feel and environment. Last time I ordered Nasi lemak. Nasi lemak is good but unfortunately when I ate, the rice is kind of hard to eat its like leftover rice and the cucumber is already old. The Anchovy's bone might be has kind of small and it was prick my gums when I ate. Sorry I had to put 3 stars only, but I believe Pandan has still a lot of rooms to grow. Anyway thank you 🙏",cafe_brunch_bakery_desc
ChIJQfl0JgBd1moRJv7zHmKAPyU,"Our fusion linguine and croissant meal were very delicious 👍 Matchamisu was nicely done too! Overall, it was a fantastic lunch experience. | We ordered: • Go-Miso Soft Shell Crab Linguine ($32) • Unagi Don ($28) The Go-Miso Soft Shell Crab Linguine was extremely salty and heavy. I understand miso itself is salty, but it felt one-dimensional—just saltiness without much balance or creativity. I had to keep drinking water, but it still left me feeling parched. The Unagi Don was also disappointing. The eel tasted like it had been frozen—the texture was soft and lacked freshness. The flavor relied heavily on the eel sauce, which was overly sweet and cloying. The rice, however, was pleasantly chewy. The biggest letdown was the Lemonricano ($7). I expected something refreshing—black Americano with lemon—but instead, it came with a huge amount of granulated sugar sitting at the bottom, completely unmixed. Each sip tasted more like sugar than coffee, which made it undrinkable for me. I only managed two or three sips before leaving it aside. We finished our meal in about 15 minutes. Service was polite and attentive, but the dining environment felt rather basic. Sadly, both my husband and I felt unusually thirsty for hours afterward, even after drinking lots of water. Overall, it didn’t live up to the expectations I had when I first saw the menu.",cafe_brunch_bakery_desc
ChIJe8M9elxD1moRschc9BopmmY,"A very nice and simple coffee house. A good place for an early break with interesting food options. Indeed, hot home made toasts are available and they are delicious 🥪 Besides the cookies are very fine, crunchy and smooth 🍪 Eventually the coffee and chocolate were good and quickly served by the smiling staff! | I was drawn in by a little green smiley face sign on Little Collins Street and I’m so glad I followed it 😍 This cozy little café serves a range of coffees and light meals, perfect for either takeaway or dine-in😉 We ordered their Magic which is a Melbourne coffee classic and it was absolutely spot on👌 Brewed perfectly with their house blend beans, it had a rich, smooth flavor that we all loved 🥰 If you’re on the hunt for that true Melbourne Magic coffee experience, I highly recommend giving this place a try, you won’t be disappointed 😉",cafe_brunch_bakery_desc
ChIJNar7yGxd1moRChp3KKWw3Tw,"Awesome small coffee shop! Get your morning coffee to go or have a seat in the small hole in the wall coffee shop. Great coffee with a good selection of pastries to get you going in the morning. Friendly and helpful staff that will also warm up your pastry upon request. | One of good coffee shops in Melbourne. Coffee is good!! *strong flat white is my go to coffee Also the pastries, especially my favorites is chocolate croissants 🤤 This place’s friendly with kids, they have baby chino plus marshmallows for my little daughter. Almost every weekend spent time here with my family. Really recommend this coffee shops. 👍🏼👍🏼👍🏼",cafe_brunch_bakery_desc
ChIJn1FUnktd1moRgZCDC6aPCcw,"Trendy, bare-bones, standing-room-only spot for artisanal coffee ground on-site, and small treats.",cafe_brunch_bakery_desc
ChIJVyEYFLRC1moRp_bdED3mzcI,"Breakfasts and panini in bustling, down-home surrounds with vintage cinema seats and a wooden bar.",cafe_brunch_bakery_desc
ChIJ64HO4H1d1moRofkkKD8rPNU,"This was my first time trying the matcha latte with the edible cup, and I was really excited, but unfortunately, I ended up disappointed with both the service and the drink. The staff at the POS wasn’t friendly at all. I asked for my drink to be extra hot, but it wasn’t even warm enough. (I’m not sure if you can actually make it “extra hot” with the edible cup, but when I ordered, they didn’t mention anything about it, so I assumed it was possible 🤷‍♀️). I ended up paying $9.70, which definitely didn’t feel worth it. I don’t even understand why I was charged that much. (The menu says matcha is $5 for small, $5.50 for medium, and $6 for large. The edible cup is $3, but it was pretty small too.) It would have been nice if the staff had given me a little heads-up about the total price before charging me. | I have my first micha here and they serve it nice. The location is pretty strategic in the corner of the station, easy to find.",cafe_brunch_bakery_desc
ChIJLW4mEbRC1moRosCI_vsIzqQ,"We ate at Mock Turtle - coffee one morning and returned the next for brunch. Delicious. Great atmosphere, good coffee. We had the big breakfast and vege breakfast, was filling and made for a good start to the day. | Although the service varied a bit depending on the staff, overall it was good. The coffee was delicious and the atmosphere was cheerful. I also love how this street is filled with cafés—you can really feel the coffee culture all around.",cafe_brunch_bakery_desc
ChIJ_W0hPrxD1moRP5wou4PSfko,Elegant shopping gallery featuring upscale boutiques amid glamorous art deco architecture.,cafe_brunch_bakery_desc
ChIJp3us-bhd1moRVQACsirqS2Y,"Had an early morning meeting here. Food. The food was well presented and well made. Quality ingredients and decent portion size. Greatly enjoyed the Eggs Benedict. The coffee was also well made. Service: Friendly and prompt service Cleanliness. The Cafe was clean, no issues here. The premises could do with a slight refresh. Overall experience: The breakfast was great and I would return. | Good food and wonderful service. The lamb salad was very appetizing and filling. Their famous pancake was unexpectedly delicious. Their hot chocolate was just made to my liking.",cafe_brunch_bakery_desc
ChIJDXV6iKBD1moRUOWjs6BRp9s,"We visited Time Lapse while travelling in Melbourne and unfortunately, the experience was the complete opposite of what the name suggests. Instead of a quick, seamless brunch, time seemed to crawl. We ordered two dishes and a hot chocolate. The hot chocolate was excellent — rich, intense, and beautifully made. It arrived quickly, giving us hope that the rest of the meal would follow soon. Unfortunately, the food took more than 40 minutes to arrive, completely throwing off our morning schedule. It was clear the kitchen was understaffed, but a simple heads-up about the delay would have been appreciated. Waiting that long on hard wooden seats only made things worse — they were really uncomfortable after a while. When the food finally came, it didn’t make up for the wait. I ordered the steak and egg, but the steak was tough and far from tender. It felt like a battle with every bite and I could not even swallow 30% of the meat they served. For a place that prides itself on serving quality Australian ingredients and brunch dishes, this was very disappointing. Overall, Time Lapse lived up to its name only in irony — everything took far too long, and the food just wasn’t worth it. The hot chocolate was the sole highlight, but that alone isn’t enough to recommend this place. I wouldn’t return or suggest it to others. | Beautiful spot, really good food. The Chorizzo hash was full of flavour, the mushrooms and chorizzo were perfectly tender, the bread was spongey and soft, and not so toasted its hard to card and hurts your mouth. Egg was just right.",cafe_brunch_bakery_desc
ChIJFydOVspC1moRMHTFc063-pU,Coffee & creative cakes in a cozy hideaway with illustrations on the walls & a vintage vibe.,cafe_brunch_bakery_desc
ChIJAcmPLalD1moR1EzEG1CemwE,"Average strawberry shortcake with a hefty price tag ($14 on weekday; surcharges apply - 10% on weekends, 15% on public holiday). Don’t get me wrong - it’s tasty. Has the potential to make a good strawberry shortcake with its light cream (cake moisture could be better). However, nothing outstanding. Won’t be returning for it with this price tag. Did not try other beverages. Overall - Cafe was bustling with decent line on a Monday afternoon (4pm). Cute atmosphere in the cafe but you’re on your own to scout for seats (only after you order at the counter). Lady at counter is cheerful and takes your order with a smile despite the snaking queue (keep it up!) | The best strawberry matcha I’ve had in Melbourne 🍓 I have a sweet tooth, so this might be too sweet for some and the other cabinet food was good. The service could be better - wasn’t asked it if I was dining in or takeaway and had to grab mini plates and wooden utensils myself. Though it makes sense because they are popular and have to work through long queues.",cafe_brunch_bakery_desc
ChIJt7LprCJd1moRmpzkQrWU3HQ,"I absolutely love this place! I was in Melbourne for vacation and I had breakfast there 4 days in a row! I fell in love with their truffle soup. Their toffee coffee was so delicious and their pastry’s were also good. The staff was always friendly. The tables were always clean. | Been waiting to visit this place for the longest time because it is located in the Melbourne CBD area that I don’t really usually go to I love all the pastries especially the savoury ones. Then new brunch menu items such as their Bugoy eggs Benedict on top of a nicely flaky croissant bread or toast was the highlight. It was a perfect balance of sweet and salty and textures as well. I also love their in infused desserts and drinks, and the coffee is very strong bold but not bitter. Matcha was definitely on the sweeter side. Heard mixed reviews about the Pandoro but I don’t think they have that any more. Instead they’ve got new viral pastries like the square cube croissant as well as the Dubai chocolate croissant I really liked their signature baked goods such as the garlic cream cheese, brioche bread which was nicely toasted and super creamy in the centre. I found a lot of their dishes on the sweeter side than usual Korean bakeries but extremely buttery in the best way possible, hence the butter room. Great service very attentive. They also have a self service area. This spot with the cake display and the baked goods on display makes it feel like I’m back in Seoul.",cafe_brunch_bakery_desc
ChIJr_-E1mVD1moRXASlIAsvPtA,"Really tasty, especially considering all the dietary restrictions - gluten free, nut free, low carb. Bought the strawberry crepe slice, chocolate crepe slice and cardamon biscotti basque cheesecake for a colleague's birthday. We all ended up sharing. Loved the crepe cake slices. Personally, I found the cardamon flavour overpowered everything else in the basque cheesecake slice. Though I guess it would be enjoyable for anyone who really loves the taste of cardamon | Amazing food! So beautifully presented like a work of art. We had the sweet Chaffle with candied bacon and it was so good! Also had the stuffed chaffle with Kimchi chicken which was so tasty and filling. Totally recommend this place for low carb clean eating and definitely no regrets!!",cafe_brunch_bakery_desc
ChIJiSE-KoBD1moRTmjQlNZzCT8,"My son met 8 of his friends here for his birthday & they did a great job providing plates, cutlery & candles. We got Kopi Milo & the Hojicha chiffon. Both were light & delicious & not too sweet. There were 12 of us total & we all managed to sit around 4 small round tables. At the end the owner brought us some cookies to try. The spicy shrimp cookies were delicious so I had to buy a box to take home. Will definitely go back to try the other cakes! | Myself and my partner have visited on 2 occasions. Both times staff were exceptionally friendly and helpful. We have tried the mochi cookies, basque cheesecake and also a strawberry cake with beautiful decoration. Everything we have tried has been delicious! Thank you ☺️",cafe_brunch_bakery_desc
ChIJFVyxFTND1moRhALge7TlIBs,"🍰 Dessert haul of the day I honestly loved all of them!!! every bite was a little happiness moment 😋 My friends recommended @1000bread to me and even gave me two to try & they were so good! 👍 So happy I got to try more this round! 🍞✨ 🍵 Matcha milk filling pretzel soft and chewy with that creamy matcha centre, love it!! 🍓 Strawberry cube croissant super flaky with sweet strawberry cream inside 💕 🍫 Dubai chocolate egg tart rich chocolate flavour with a crispy tart shell, so fancy but delicious 🥰 🫐 Blueberry cream cheese bagel Omg i just LOVE bagel!! soft bagel with the perfect balance of blueberry cream cheese 🩵 ☕ Tiramisu volcano croissant Full of creamy goodness in the centre 🤎 🍪 Oreo cream cake light& fluffy 🍰 *Thank you @1000bread for having me* 💌 /invite/ #melbournefoodie #melbbread #melbbakery #melbournedesserts #melbournebakery | #1000 Bread – Melbourne is a small Asian–European fusion bakery known for its unique-shaped croissants and breads you don’t usually see anywhere else. We tried: 🥐 Tiramisu Volcano Croissant – big swirl shape, filled with light tiramisu cream (coffee + mascarpone). Not too sweet and tastes really good. 🍵 Matcha Custard Cube Croissant – crispy outside, soft inside with matcha custard. Tastes good and not too sweet. The cube shape is very unique. 🧄 Garlic Shiopan – soft bread with buttery garlic filling. Savoury and tasty. The shop is small. The breads and croissants have unique shape. We will come back to try more!",cafe_brunch_bakery_desc
