name,openinghour,price_level,image,rating,description,lat,lon,phone,address,website,place_id,category,postcode
Jian Cha Tea Lonsdale St,Monday: 12:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,,https://places.googleapis.com/v1/places%2FChIJcbN6GyFD1moRoxmQlauBtJc%2Fphotos%2FAciIO2ewp35ieTFt9cH2wh1HOsyn1ZezXuLMa7TKEaoyMNsp_puDEI4Tg0yT6evfI3clbo8Qn9pASUpxALbmYnnaJi_GrrX-ZZssiRVNVUPZrcF8EFqZYtvBsZyrbSuEgxfQta0owYn4ckxJ4xEVjqeyAjXTa2OVD2wsQ6nvCJeDmbS4eYltKwaP7gJXQMdQSb3pimTdbAObH4WRw23LgtXiKcs_Zq4nV5nXHyhHWIZYvCBxdtrigktEhbsmBGcfVOlnhtpI5QB3L7pm0nYkyrdBa0VY-VvLRgGNw1mb_Lj2UNBUsw/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.6,"I like the SM16 grape smoothie. Real grapes. A bit hard to suck in with the straw. Taste good, not too sweet at 25% sugar. Cold cold cold drink if you’re throat is sensitive. The M2 guihua milk tea is a bit bland. Fresh, strong tea flavour. No toppings included, only milk tea, so I’d recommend to get popping pearls - taste good.",-37.8116198,144.96506159999998,(03) 9852 4139,"249-251 Lonsdale St, Melbourne VIC 3000, Australia",http://instagram.com/jiancha.au,ChIJcbN6GyFD1moRoxmQlauBtJc,Milk Tea,3000
Xing Fu Tang Melbourne,Monday: 12:00 – 9:30 PM | Tuesday: 12:00 – 9:30 PM | Wednesday: 12:00 – 9:30 PM | Thursday: 12:00 – 9:30 PM | Friday: 12:00 – 9:30 PM | Saturday: 12:00 – 9:30 PM | Sunday: 12:00 – 9:30 PM,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places%2FChIJE7SQMnhD1moRhB97Yer0oCM%2Fphotos%2FAciIO2deDHupKewUjwV2CL1ysXEt2Y9uNSyQFhC92P8KbsJkW6ZPTz1UsZk8KrUxzBZp7W2X0Ykr2vfDqhcv5m1nOemo-ytwv7N0bsJ9EjaSTZ3hsWr4R3cuJB9joQp-11VNR2j54Z7lH7Tb6C3xw1L_v9oSJVWlxehkPNL3Gd06cHICN3UlJYDRjhMHDFmMHk3-WE_-6k6uYuPf815r8YJqEG2F1hCGuxBrIBzvFcMpwIyCeBcLZE0bAA6cTqyYnuiPZkjC2e1mtSH253juCvcpIx-q_b2Gb_5OKNWLwVE3sFFGvvsXqQHzvOQHnqpikQzNVvU0MVGaGpIM58hyd8l5iBaq1A94JeZjf3kBQ-SLhqkI_wKx-U8EDs0ATzI9-FAWgm7GivDoYjNFHTQYqoWSJjVZGexh4vVAAqO80vgERgnWPb7i/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4,"I ordered the brown sugar bubble tea with cream top. The tapioca pearls were the softest ever, and the tea had a delicious creaminess with the perfect level of sweetness. The location on Elizabeth Street has a great nook by the window to people watch.",-37.8121495,144.9620613,,"273 Elizabeth St, Melbourne VIC 3000, Australia",https://www.xingfutang.com.au/,ChIJE7SQMnhD1moRhB97Yer0oCM,Milk Tea,3000
machi machi Swanston St,Monday: 12:00 – 11:00 PM | Tuesday: 12:00 – 11:00 PM | Wednesday: 12:00 – 11:00 PM | Thursday: 12:00 – 11:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 12:00 – 11:00 PM,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places%2FChIJQSSg_sxD1moRVYMfIBsEPHY%2Fphotos%2FAciIO2czwjxLRiPcHcgmueGzYO8oaHWijkR8e5HGJFccM3LHJzQTuweQKKYkc4jQssG4bof-Ikl6Efm3TcXWmasgNND9O_u1tE41jCWBA-K3ilYNWcOqHj7riUxx-ofJkUjZmM6PiPQf6wAzQdGXLmhBRr1i6t0AQ6Q28IPoGNJ88z84Yxbr6TVrPhbXSL-MpPJdoBVfMUKS0x_HSpFmdD1DmNVJeYQVEoaupclQRPeLmBLh64lltG2QC-Yt1ty2zYLNB7USlGDimbNFf6kh0aySRMshEPvUXDPxEFY77Tg57jT1XA/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.8,"I am not sure why the rating is now above 4? This is one of my go to bubble tea shop in city, I always get exactly how I want my drink here, so many options and variety. They also do limited edition throughout the year! Delicious!! 😋😋",-37.8118189,144.96513009999998,,"264 Swanston St, Melbourne VIC 3000, Australia",http://www.machimachi.com.au/,ChIJQSSg_sxD1moRVYMfIBsEPHY,Milk Tea,3000
Milk Flower Swanston,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 12:00 – 10:00 PM,,https://places.googleapis.com/v1/places%2FChIJ_RTp2CxD1moRhvu0VFYAeSE%2Fphotos%2FAciIO2dGw18BSEBCTg3m4kIa_MHsgbLNeXT3rea5zKUT3PgwbYiHIdyskFE2HRYw8EjFlHCbNm1CoPeaN3QxCAk8xjm4b0e_ftcH4V08ZxNBHo2L8rTvVELDsFecQiIjNsWBjiUE-qxMy5Z_Xf5zYTKg0dR2e0SeZbsT5GSLGa50zJv6KElCYgxteLP03BmI0__c5D_IpnsDv7mEdIduyz2ZTJokIhR33jxdKL5arj2aGPscRjqNNAWOmVyHjyLa3e9ZTirkUg6hSqBzEuvG-bfN6GISopNyL1FLJHyFYpyX7eQ9Tg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.9,"Absolutely love Milk Flower! Their signature mango sago is a must-try — so fresh, creamy, and perfectly balanced. The mango is sweet and juicy, the sago is smooth, and everything just comes together beautifully. Highly recommend for mango lovers! 💛💛💛",-37.8123547,144.9653653,0466 288 206,"236 Swanston St, Melbourne VIC 3000, Australia",https://milkflowerdrinks.com.au/,ChIJ_RTp2CxD1moRhvu0VFYAeSE,Milk Tea,3000
HEYTEA,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 10:00 PM,,https://places.googleapis.com/v1/places%2FChIJnSoAuAFD1moRz-XLU1oBhzY%2Fphotos%2FAciIO2dWJRw6bIqpScxi4UT1xYv3KJ6RcfrpAtk8XHTcXo6UAngUCVq2d9kNdei4kw7MMJHyxVjpSODcfhmibz0XsVm2u1dVOmYiduKG20deNlZ6UrbRM6N5eP3nBCcKtQ4rUr_R63OLIWXRgMhqmA0cCzjBZkHNKgv_0pynMGm0bG5teucf0YLt6c1ciLlvvhWBk9XHAowu8d3G5MZEUuTcoNmUQyoaN3-e4ZhNq1xWY5qiu1ym8rT92Rf9rVwcZNjXEyePhbtLdvKJPp4gtzzJq9SsJnH-7V1RKr3sZK3w5nWyMg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.4,"I ordered a large Coconut Mango Boom to enjoy on the train ride home, and it was perfect. Heytea always packs their drinks with lots of sago, mango, and jelly, which makes it fun to drink. It really made my one-hour trip more enjoyable.",-37.8119364,144.9652051,,"256 Swanston St, Melbourne VIC 3000, Australia",https://www.heytea.com/,ChIJnSoAuAFD1moRz-XLU1oBhzY,Milk Tea,3000
BlackBall ChinaTown,Monday: 12:30 – 11:30 PM | Tuesday: 12:30 – 11:30 PM | Wednesday: 12:30 – 11:30 PM | Thursday: 12:30 – 11:30 PM | Friday: 12:30 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 – 11:30 PM,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places%2FChIJa76a9MlC1moRRWm4-czW1RI%2Fphotos%2FAciIO2ebIGC5V_-l-9_nHTIy3QofXYFEO1qMUO2Wid6TeYIZXYlZMdm2-jVZxVxc3l05waZQ_0l-U0C6WpqXy9MynD33d5_mPwynVN6d2Kw6ObV5II5ulqz56rWSc8fqxArt3PVS0LNUrf69gQGFBmlveTWVqizCKwpN_BRH7-sxgI6ULvOuobK51rL87KcE6ovrXvfLVBkL-zvABmTt9TIP83dOBAUN5tmJPjsbPKg7vhWUGKaEkJhlpejVQK8CQGF1zZqQ1wHJm-HBTANj6cWvj-gVGBl0RDDya1b8GVXzGWIFRw/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.4,Well-lit setting with basic furnishings offering traditional Taiwanese tea-based drinks & desserts.,-37.8125366,144.96680569999998,(03) 9662 2880,"8/206 Bourke St, Melbourne VIC 3000, Australia",http://blackball.com.au/,ChIJa76a9MlC1moRRWm4-czW1RI,Milk Tea,3000
Toppings n Tea Chinatown,Monday: 10:30 AM – 10:00 PM | Tuesday: 10:30 AM – 10:00 PM | Wednesday: 10:30 AM – 10:00 PM | Thursday: 10:30 AM – 10:00 PM | Friday: 10:30 AM – 10:30 PM | Saturday: 10:30 AM – 10:30 PM | Sunday: 10:30 AM – 10:00 PM,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places%2FChIJoYLUeu9D1moRa_bXNgQsIKY%2Fphotos%2FAciIO2crTPh9nls4BSsqDok25b5-D6RbBLb3_wB_U91DRMypMTHZd4Ju0C4Osa09WixBOz5ibhITRqoQ__SWy123pbvMC4TnlENo33C19DwG21nDwv31XuQkiZY-_VUj0WdZ5IHrSjeOIUQSgDp_7BI-iql5D_UhzZnIC2C-IJfOsZL4w6ar4U7za_VEv1DwPY9QS_hCnItcTmhceN9t5azZYioNodfLNZXOmt0cMfvwB86U8OqXl9LBXzaSv7c7Yg5ZRF8eP0V0NqoMaXYldiKGAmUANK9YVOjxyJ_Y7m7nWRWSIAfL64zPMAcz_eFflZIrFEFl5VCESMnBplc65YEGKjJ-IC-eWryAm_zy6qNgB4ZAzq8ymenDUoTmF-NdI8buBoQVWDHCL_-yJ1SXLdkGzpn7iazncy4PpSE0tq9eIl043Epr/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.8,"My all time favorite milk tea spot ! It has so many different milk tea flavors as well as tea, comes up w lots of different toppings. I was served by Morgan today and I was truly impressed. Morgan was super friendly, welcoming, and always had a smile with customers. He gave clear recommendations, suggested drinks that perfectly matched my taste, and the service was really quick. I felt genuinely cared for as a customer. Definitely coming back and hoping to be served by Morgan again.",-37.8124211,144.96590519999998,0403 883 923,"235 Little Bourke St, Melbourne VIC 3000, Australia",https://www.toppingsntea.com.au/,ChIJoYLUeu9D1moRa_bXNgQsIKY,Milk Tea,3000
Molly Tea Swanston,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,,https://places.googleapis.com/v1/places%2FChIJ-wXUBbJD1moRTehdoXcK5Bs%2Fphotos%2FAciIO2fqm00ieVASk5kV-Y7eTB0r-F2Q86BjFfa2_CBMeFAkKnJ_nEO8G15MaT6PWxk2fMrXEw-NbXGyASjI1j_4EDUItq60HRiNNici6YI1dsuxsdd3e_kakmA72YwjP3jj_56YhgMMBW0k-JaPAla1d8jV4_utG9ZX_a3e83ZyiWFbQD3vJZ5Zz5D4qB2-W9Y5lgcrD4nrpa6d7RQz7l3a8QkgsXH0-YEfNzw6DWIRUg7PxK1JJNntM_gFDP4Cc3kS5t_l7AOuVc5GQNnqOyckr32Pcd8myBEzs7VGLLhLOcwnZFFXH7-4DKgUymuhJpHNgBEmIk4HhBgLrb47W-2FOE__raVwmhhc1jabgF5kyqwPIM4VOc71_M1HcGqJPfAShbYr-DvrD75XZHyyX4AUptp9_xczx8KHS1J3qMYCIgVQG8Zah6r6HEs-k9xndg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.6,"This tea shop is absolutely worth the wait, even though the line is usually long. The tea is rich, aromatic, and full of flavor. They offer a wide variety of tea bases to choose from. I tried the hot jasmine tea topped with whipped cream and roasted nuts – it was outstanding. The fragrance of the tea is so refreshing, and the nutty crunch on top makes it even better. A perfect treat for tea lovers!",-37.8126282,144.9655256,0456 754 874,"222 Swanston St, Melbourne VIC 3000, Australia",https://www.mollytea.com.au/,ChIJ-wXUBbJD1moRTehdoXcK5Bs,Milk Tea,3000
Hey I am Yogost x Kappa,Monday: 1:30 PM – 12:30 AM | Tuesday: 1:30 PM – 12:30 AM | Wednesday: 1:30 PM – 12:30 AM | Thursday: 1:30 PM – 12:30 AM | Friday: 1:30 PM – 1:30 AM | Saturday: 12:30 PM – 1:30 AM | Sunday: 12:30 PM – 12:30 AM,,https://places.googleapis.com/v1/places%2FChIJRd6H3ldD1moRwvku58icZX0%2Fphotos%2FAciIO2derwo9aMmaN7SKsvkTN1gzvw6F6dPduHpCuQUE7wA9IowYxC9FoskFiUE5oY4_fr9g6GylGQf8ChkBqLYNms7Nk4qjQzH56c-FgRbQmoniUOJDBQeO0z6rHSN_lnxBRjVRq5z4ic7qrSJIcJtH9aUy30FtjgXVpRrmNIZuk-XjCM7zpl5l7GXqut3h4lWlXpPYdx9hnvvBhRlWxi3KO-m33rtYC8WB5oGM9TO-DR8PjwJdO8hHhHHVbanRA4KNgCAUgzTB5JodOzjmDa-WGJFZI2NsdWvHy3Sfhcj01DwTyZkJqPa_9PDP78kaiL6Rv-_acUlWi_cpdp2WHxAw1PcUt9jHYstiYHbgGPyS9d09uLMsD6rOloZ6ajU6YYia5grFaeyPgTtTS3GFl70OPfeKpNgciMCJq4lG3gkAmsn7Bw/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.4,"Nestled in the city, this charming tapioca cafe offers a unique twist with its yogurt-based creations. Though compact and primarily takeaway-focused—with just a small waiting area and no dedicated seating—the spot delivers where it counts. While the staff and prices are unassuming, the star of the show is the creamy, tangy yogurt-infused tapioca pearls, a refreshing departure from traditional versions. A must-try for anyone seeking a light, flavorful twist on the classic bubble tea.",-37.8115634,144.9672606,0466 893 148,"215 Russell St, Melbourne VIC 3000, Australia",https://www.yogost.com.au/,ChIJRd6H3ldD1moRwvku58icZX0,Milk Tea,3000
ChaPanda,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,,https://places.googleapis.com/v1/places%2FChIJ87iLcABD1moRxvda985-QP4%2Fphotos%2FAciIO2e9y_3XCVDpLZ7A_uerrGwRXVhRGD7XsbdXoKndwBg-3ObiHfzZNj8tZMxP4zTALosYH5HhagaLCxScr7f0W4A8OizhOWWp-BvXJ5s9KtnPgIAsqTp0WNaW5ZrrnNHlxkOzVvqoEPDIvFeehBGcAAG7d_7Ceb4BW83sytdq1HGhzHyLAMjj_avNF9HC8GFB9jlNKnB5B_IEXIVzJgJpKF2309MNclK8wJB4oaZZr5ZC5XxPBush2-0PoOurvuW8jCeBRgG99i2grIMuGWFzOKkFocL2uSsZsBkzPFz06NEmZ6IRVd2XSBAYhE7ObTg35lx7gAP2KNIGuXJ56uMpjHb43eh4Ukl1pTKmi3rN1whE-zlmvwRnw9DHxgNQYs3D7Oz4C52RCPjkbbR7LWGn8R7JCRNBVDPieA_2SazJtu_HPoP1/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.7,"Longest wait for a bubble tea in my entire life. 40 mins for 2 drinks?? Was not crowded in the store, and was not told of the wait time upfront. Taste is ok (ordered rich matcha with brown sugar pearls, can’t taste much matcha but pearls were nice) and interior is cute with some seats available inside, but not coming back due to long wait.",-37.8121364,144.9651934,,"248 Swanston St, Melbourne VIC 3000, Australia",,ChIJ87iLcABD1moRxvda985-QP4,Milk Tea,3000
Bubble Cup QV Melbourne,Monday: 10:00 AM – 8:00 PM | Tuesday: 10:00 AM – 8:00 PM | Wednesday: 10:00 AM – 8:00 PM | Thursday: 10:00 AM – 8:00 PM | Friday: 10:00 AM – 8:00 PM | Saturday: 10:00 AM – 8:30 PM | Sunday: 10:00 AM – 8:00 PM,,https://places.googleapis.com/v1/places%2FChIJ56XUzctC1moR8y89QxVjrQ0%2Fphotos%2FAciIO2fY0vwHqk5EFOxixCkjZ9C8T2I95seJv5SLfgw11v5zYPwX85tzvZy1vl6qoeYWsWDZziXGsoI26Cm7f9_2CQjOaZXiOQWEll0gYI2eHUmIjjkQrueP2LDeOJp3NhDt1fju14NhVDoXuypYHFSh5WJc-r7Mkj-gB2JUSlxAODuiALq667m4pAGWmWEfByI2lJSp-GZOFwhrLLM50PdJikLnWS-e5MLK4-lZBHr00JsMMH0K3JTnf5R41auVrNBkBLjLRSSGrdos1nc4cMTOnDv7Bqk1UlmoU1p2nFK91SkGPA/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.1,In qv u won't find anything better than this trust me !!!!! 😭❣️ Must try is cookie and cream with pearls Premium milk tea w pearls 🤤 And best is berry boost smoothie with real fruits 🤤🤤🤤 Dream series is very famous 😉 have it w mango pops n thank me later Fruity green apple 🍏 is my absolute fav !! U gotta try this once 🌟🎀,-37.8106927,144.9660261,(03) 9041 3734,"Qv Food Hall, Level 1/210 Lonsdale St, Melbourne VIC 3000, Australia",https://www.bubblecup.com.au/,ChIJ56XUzctC1moR8y89QxVjrQ0,Milk Tea,3000
Tingtea,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 9:00 PM,,https://places.googleapis.com/v1/places%2FChIJi5WhNwBD1moR9MUayd1vVIM%2Fphotos%2FAciIO2d6zRCf0tQrrFRIySBliFAszTM5vuNVynyPLFgNuKbcnlKxlIM0GLnHdcGLmY65X4QlkTdzHHa9qutWGKhdg7ZcDIB3nSIy72peE7tXpW8fRLrYSuKQl3a_boThVGwdtY8VcJxoYlUVcQHJtrJiHX2Maxd5PQbQeEXRCHYh6DPs1VBwaArxhEJ3VdTVxbluyTStsf-aj4gwmLiZBuFVA19gLNFeSkIYSlEQPJzXphouDdsj8gp0rmxfftrw6k5RzZJniSLgVk-4JW6KnyR-8nieW0Xyin1BvqAsF4UP5NuoeivI4-soxQ0-MkqM1I9ektvC9Y0T_dfYPyM30ZOAimNZ80FK34VOp27Xh_vgrswc-M55O4ZgyYi8TbNQUNdBCVZRfkC_bXlG0exvheRRLejTqqM0Pn5O0Svq1H7HUA8/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.4,"A beautiful bubble tea place I always go. Guess what, the tea they made freshly, and the milk and cream they are using is also fresh, not from powder or long life ones. I love the new released flavour bubble tea that it has cream and cookies on top, it’s full of flavours! Inside they have plenty of seats that we can sit down and enjoy the bubble tea. It’s good for photo taking with friends too!",-37.8141878,144.9661306,0451 290 818,"150 Swanston St, Melbourne VIC 3000, Australia",,ChIJi5WhNwBD1moR9MUayd1vVIM,Milk Tea,3000
machi machi Emporium,Monday: 11:00 AM – 7:00 PM | Tuesday: 11:00 AM – 7:00 PM | Wednesday: 11:00 AM – 7:00 PM | Thursday: 11:00 AM – 7:00 PM | Friday: 11:00 AM – 7:00 PM | Saturday: 11:00 AM – 7:00 PM | Sunday: 11:00 AM – 7:00 PM,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places%2FChIJ7yALYDtD1moRF6lpHC1EBfs%2Fphotos%2FAciIO2c7GQc4LG-1l0p3gkzHerIA3r3X_miv504j72tsh-aFWuDAfTjEaLGrDJHZaxBusx0qsFyTv9Mv1WedrbnlzAXgiLw6-R9CTaETA1Bw7YRkzNr2tsukIncM6x1uOq7gCXOqxx67pgL40Dw1GfgOqKjn-zRHg34lErg_j13oPSlLudKMeQ8uIaHE05zD71UXzJZN0mh24SbJIGKBr4n1Ph6EH58LrU5Scw5LGabjO4QJ4HRIdHte1LX5pBqwd1PgUzBee4R3WUZqy-LiGNv5xUqBEoCRoKD92NtFoiZxo3Ti2g/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.8,"I've tried drinks from many different places, but this is still my favorite. Even though there's another branch on the main street, I prefer coming to this one mainly because the staff here are always so friendly and lovely. The drinks are also delicious, and they always thoughtfully ask if I need a bag or a cup holder. Thank you all!",-37.8123362,144.96373839999998,,"LG/287 Lonsdale St, Melbourne VIC 3000, Australia",https://machimachi.com.au/,ChIJ7yALYDtD1moRF6lpHC1EBfs,Milk Tea,3000
Taning Lemontea,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 12:00 – 10:00 PM,,https://places.googleapis.com/v1/places%2FChIJ_T3dg8pD1moR1ZmfDnzcW18%2Fphotos%2FAciIO2dFN3NAz5YFwXzlvmGOhxxw-2Lcx39b_48VNuHa56S7sVvMbO6ufRjlqYk6yVrZ5s6WCWAI7e2TtrpupPPZne9DAdGP2bZdxa5cTrJ8IoGbJpIMfn_-9Gq4rT6k9HLTnWRniy3CDNyybM4WUP4XmftbsH6YMgtyhrgMQIhfUhWKO74DyBF-fnwvZc4u1DSZgJ0hWHm39qZx7cHAkyn94YC8_3299UOW3ed3inxc8_LGuK2T3z71GKn3LU0IkMGsZWWMRnRh2ke1thHBA8CrsUZ6hBfEribjmbkyiR-Dt7Ny6Fc1R1u0ec0R76JV3aSGbgBDBGX_yH_5IdcTm2yQLpmDDflQY-u1i4BkdzyIOhvw1AlQWwhPu6ee6-S4Yjvi7dcD3HNDUN8d3ebrNZUa_dCsGwDSPEHTUgsa6BdlNghlyMM/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.3,"Absolutely obsessed! The Frangipani Lemon Tea at Taning Lemon is hands-down the BEST lemon tea on this planet. So fragrant, so refreshing, and just the perfect balance of floral and citrusy zing. Every sip tastes like sunshine in a cup. If you haven’t tried it yet, you’re seriously missing out.",-37.8124212,144.96711159999998,0468 838 894,"Shop 27A/200 Bourke St, Melbourne VIC 3000, Australia",https://www.taninglemontea.com.au/,ChIJ_T3dg8pD1moR1ZmfDnzcW18,Milk Tea,3000
Prime's Hai Tea,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,,https://places.googleapis.com/v1/places%2FChIJdbsmTMhD1moRHDZDyRZIdo8%2Fphotos%2FAciIO2egKrmV1wr_aWlqJ4Tjk_FbQWLI85ELtQkgDdnFfkxWT8v6qdzbIGfhroAxBm3zvlu7tcChoCDoyGAnSrkAzWNMtuwLdSaeFXj5gB6E7v_T_1r-Y-_Wyu5jdyzaqevE897q4vrZypi4ouwzfh67szA-LeHVMAMlXykSNExYE8N63c_ownCwqwfangEITjQqcZMrPbsNCABt9DU_K374Maj56lf-JDj7OZqzn-QMxogE_tUCL17lXUh3YmnsvECr1VJdXwueKIc50dEzQtramp75DH4TUKyEKCX47_A7gSAefCycGa6Nyemgmul9CmzvDtMrE0NQTD0cGq8ni6DZ9yUcAAov8JgSw8LmzOSAFrWfofAdpM46F17ulVrfbEusqfNMQAgcflgQOmlKtvYZl3d34jAWwotzVtOUsULGl7Q/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.8,"Tried their Oski Pancakes and was genuinely impressed, starting at just $4 each, they’re super affordable without skimping on quality. We had the Matcha Ice Cream Red Bean flavour and it was amazing, not too sweet, rich in flavor, and the portion is generous enough for two people to share. The ambiance is cozy and the service was quick and friendly.",-37.8103077,144.963965,,"2/339 Swanston St, Melbourne VIC 3000, Australia",,ChIJdbsmTMhD1moRHDZDyRZIdo8,Milk Tea,3000
CoCo,Monday: 11:30 AM – 10:30 PM | Tuesday: 11:30 AM – 10:30 PM | Wednesday: 11:30 AM – 10:30 PM | Thursday: 11:30 AM – 10:30 PM | Friday: 11:30 AM – 11:00 PM | Saturday: 11:30 AM – 11:00 PM | Sunday: 11:30 AM – 10:30 PM,,https://places.googleapis.com/v1/places%2FChIJJ7VYQMpC1moRlXUTVPl_-xE%2Fphotos%2FAciIO2fBine8ZqFUwf7aGMHD9DGoflzOWC8oBJpzX5hqn8ukPbKb6U1Me9mgrmMbpt5tlStnq0C2QmxD6mirVtox0b9YPMzHIy7ZnV3CXXydHyhcAx8-ADfbHP1f_u0W9A5QsP6A3pWHUdNPptkm_f_47s_O6E24oDqZUNaxpJ3FSZOmjiw-d-Z7zBSsxt9efTxbn8af43tpH22Waag8Eci_CMlPFJFIV7qEMIks7Qm_8Da-XtH1pK-usRJl7kqPgJWdYCV5SoS8Pjaie4f__wVX63VsoMLRjQ3xj7BOjllvtJBGsQ/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.6,"Today’s visit left me with such a great impression. The employees were incredibly friendly and welcoming, and their positive attitude set the tone for my entire experience. They went out of their way to engage with me in a warm and polite manner, which made me feel truly appreciated as a customer. What really stood out was how they recommended drinks. Their suggestions were spot-on and showed not only their product knowledge but also their genuine enthusiasm for what they serve. I tried the drinks they recommended, and each one was outstanding—delicious, well-balanced, and exactly what I was looking for. It’s rare to find a place where the service is as memorable as the drinks themselves. This shop definitely exceeded my expectations. I left with a smile and a sense of satisfaction, and I’m already looking forward to my next visit. Highly recommend this place to anyone who enjoys both great service and tasty beverages!",-37.8121003,144.9652135,,"250 Swanston St, Melbourne VIC 3000, Australia",,ChIJJ7VYQMpC1moRlXUTVPl_-xE,Milk Tea,3000
